FIX_DATE,FIX_TIME,X_COORD,Y_COORD,COLLAR_ID,EASTING,NORTHING
2009-05-23,18:00:16,-55.30821342,48.20670331,1803,625692.702704206,5340658.55423867
2009-05-23,18:00:29,-55.49098585,48.12280353,1800,612296.867570491,5331050.67237632
2010-05-23,18:00:43,-55.229339,48.17723901,1806,631628.001193995,5337515.8288149
2010-05-23,18:00:47,-55.39373787,48.31478705,1819,619087.414722338,5352535.25133576
2010-05-23,18:00:48,-55.32743382,48.22599298,1826,624218.070809588,5342771.23513417
2009-05-23,18:00:54,-55.02006853,48.02426419,1805,647621.65314765,5320893.6641306
2010-05-23,20:00:23,-55.32609847,48.22424157,1826,624321.483795197,5342578.73524681
2009-05-23,20:00:28,-54.8953391,48.16487185,1821,656493.510545587,5336767.28322408
2009-05-23,20:00:33,-55.02046452,48.02235994,1805,647597.567760254,5320681.26827794
2010-05-23,20:00:41,-55.22465769,48.18049425,1806,631967.632701149,5337885.65480299
2010-05-23,20:00:49,-55.18600249,48.1956753,1811,634801.080766685,5339640.02191424
2010-05-23,20:00:51,-54.85919485,48.05759893,1814,659512.68369927,5324919.22208723
2009-05-23,20:00:55,-54.78711965,48.17132909,1815,664519.152680344,5337710.92756131
2009-05-23,20:01:24,-55.30811984,48.2072115,1803,625698.411233318,5340715.18986644
2009-05-23,22:00:43,-54.89534826,48.16519539,1821,656491.844898574,5336803.22308961
2009-05-23,22:00:47,-54.78677593,48.17131542,1815,664544.749300727,5337710.14408483
2010-05-23,22:00:48,-55.18487437,48.1961365,1811,634883.699187991,5339693.26097947
2010-05-23,22:00:53,-55.32699168,48.22109422,1826,624262.766159018,5342227.4779841
2010-05-23,22:00:54,-55.3995167,48.31992359,1819,618647.07466754,5353097.20665211
2009-05-24,00:00:24,-55.27569703,48.27736968,1816,627932.077662772,5348566.47016799
2010-05-24,00:00:38,-55.39912066,48.32156584,1819,618672.622934535,5353280.35072784
2010-05-24,00:00:40,-54.85903265,48.05810295,1814,659523.211068446,5324975.57429261
2010-05-24,00:00:47,-55.32648618,48.21921678,1826,624304.857288919,5342019.62806322
2010-05-24,00:00:54,-55.22441273,48.18419171,1806,631976.346576917,5338297.02419146
2009-05-24,00:00:54,-55.30871705,48.20545845,1803,625658.332109688,5340519.37109137
2009-05-24,00:00:57,-55.4924628,48.12337321,1800,612185.718841166,5331111.83419075
2009-05-24,02:00:33,-55.31083562,48.20490218,1803,625502.291713687,5340454.08198143
2009-05-24,02:00:49,-55.29380762,48.27221421,1816,626601.173698287,5347963.43085552
2010-05-24,02:00:50,-55.32676261,48.2188203,1826,624285.285249574,5341975.11406686
2010-05-24,02:00:54,-55.17974428,48.1970453,1811,635262.514017521,5339803.28622904
2010-05-24,02:00:55,-55.39922659,48.32211288,1819,618663.501515578,5353340.98875018
2009-05-24,04:00:14,-55.29849316,48.26733691,1816,626265.531097236,5347413.62243641
2010-05-24,04:00:17,-55.18006588,48.19670445,1811,635239.514234059,5339764.83689234
2010-05-24,04:00:20,-54.8596352,48.05851564,1814,659477.042295163,5325020.19196005
2010-05-24,04:00:43,-55.39888582,48.32279413,1819,618687.180841781,5353417.23504389
2010-05-24,04:00:52,-55.2239777,48.18565825,1806,632004.913647317,5338460.76781979
2009-05-24,06:00:47,-54.89513322,48.16574388,1821,656506.16413637,5336864.62055024
2010-05-24,06:00:47,-55.18021523,48.19691293,1811,635227.867642289,5339787.74523546
2009-05-24,06:00:48,-55.30979407,48.20371042,1803,625582.588736629,5340323.32629915
2009-05-24,06:00:54,-55.29857663,48.26738856,1816,626259.209901776,5347419.22579781
2009-05-24,06:01:07,-54.78641871,48.17217234,1815,664568.562685365,5337806.14708678
2010-05-24,06:01:43,-55.39848119,48.32303418,1819,618716.6171353,5353444.54218191
2009-05-24,08:00:13,-55.29777622,48.26480557,1816,626324.971502611,5347133.45502363
2009-05-24,08:00:54,-54.78656916,48.17090215,1815,664561.443847491,5337664.65591255
2010-05-24,08:00:56,-55.32622518,48.21789278,1826,624327.449699975,5341872.89469922
2009-05-24,08:01:24,-54.89574081,48.1658557,1821,656460.649125649,5336875.81142774
2009-05-24,10:00:27,-55.28832563,48.25237116,1816,627057.108590506,5345767.0249459
2010-05-24,10:00:41,-55.22363978,48.18199549,1806,632039.438522345,5338054.25613571
2010-05-24,10:00:41,-54.86376751,48.06015831,1814,659164.096438818,5325194.20568133
2009-05-24,10:01:09,-54.89584315,48.16546475,1821,656454.22953747,5336832.15260057
2010-05-24,12:00:43,-54.86671351,48.06108813,1814,658941.746406559,5325291.459009
2010-05-24,12:00:50,-55.39839808,48.32740847,1819,618712.623809488,5353930.86085705
2009-05-24,12:00:53,-54.89726544,48.1641473,1821,656352.486133089,5336682.83618271
2009-05-24,12:00:53,-54.78496381,48.17486857,1815,664668.084338036,5338108.92269345
2009-05-24,12:00:55,-55.2837441,48.24960777,1816,627404.048837886,5345467.4798665
2009-05-24,12:00:56,-55.48648736,48.1288261,1800,612618.455680826,5331726.62153667
2010-05-24,14:00:41,-55.21481783,48.17328037,1806,632717.661451278,5337100.82174722
2009-05-24,14:00:42,-55.30826872,48.20675835,1803,625688.45957223,5340664.58116379
2010-05-24,14:00:47,-55.39621216,48.32794859,1819,618873.386402054,5353994.27979877
2010-05-24,14:00:47,-54.86635347,48.060096,1814,658971.625868154,5325181.9381052
2009-05-24,14:00:48,-55.28123414,48.24476906,1816,627602.405431286,5344933.84923479
2009-05-24,14:01:02,-55.49254781,48.11937308,1800,612188.104127803,5330667.11951458
2009-05-24,16:00:17,-55.30282999,48.20368164,1803,626100.075031452,5340331.53363615
2010-05-24,16:00:23,-55.21436078,48.16914152,1806,632762.325153205,5336641.60565573
2009-05-24,16:00:44,-54.78890367,48.17746172,1815,664366.914785525,5338388.69180071
2009-05-24,16:00:49,-55.01906604,48.02541472,1805,647693.106675236,5321023.45471557
2009-05-24,16:00:49,-55.49287777,48.11975141,1800,612162.724641153,5330708.68756122
2010-05-24,16:00:50,-55.39605899,48.32809504,1819,618884.398621506,5354010.79475055
2010-05-24,16:01:11,-55.32647284,48.21576472,1826,624314.207113876,5341635.97108995
2009-05-24,18:00:21,-55.0169003,48.01975724,1805,647870.756758753,5320398.84027172
2009-05-24,18:00:37,-55.26505727,48.23882224,1816,628818.281264006,5344299.90078557
2009-05-24,18:00:41,-55.49411672,48.12087465,1800,612068.078509567,5330831.72358445
2010-05-24,18:00:49,-55.32683603,48.21529314,1826,624288.370835521,5341582.96976188
2010-05-24,18:00:49,-55.1861805,48.19520875,1811,634789.077102482,5339587.85564358
2010-05-24,18:01:00,-55.39044155,48.32391025,1819,619310.51413555,5353554.39098669
2010-05-24,20:00:38,-55.32625984,48.21524294,1826,624331.292426759,5341578.32268078
2009-05-24,20:00:42,-55.25873672,48.23753975,1816,629290.793845384,5344167.98099227
2009-05-24,20:00:47,-55.02458508,48.01547368,1805,647309.967296843,5319908.04819924
2010-05-24,20:00:47,-55.21778679,48.1603999,1806,632530.134296161,5335664.12303923
2010-05-24,20:01:26,-55.38253733,48.32216895,1819,619900.488348395,5353373.17753271
2010-05-24,20:01:48,-54.86980204,48.05941595,1814,658716.786904257,5325099.24353708
2009-05-24,22:00:42,-55.25619574,48.23787202,1816,629478.619371197,5344209.19229519
2010-05-24,22:00:55,-55.37540268,48.32094496,1819,620432.236680531,5353248.31342977
2010-05-24,22:00:56,-55.19482034,48.19639008,1811,634143.96968202,5339704.03354894
2009-05-24,22:00:57,-54.89762614,48.16087394,1821,656335.617129925,5336318.29862393
2010-05-24,22:01:00,-55.21732822,48.15812393,1806,632570.098961707,5335411.95530135
2009-05-24,22:02:24,-55.03217608,48.01765448,1805,646737.726840826,5320135.93628198
2009-05-25,00:00:09,-55.2909288,48.18389035,1803,627033.230652179,5338151.44811415
2009-05-25,00:00:48,-55.03307123,48.01825339,1805,646669.280286259,5320200.79439666
2010-05-25,00:00:54,-55.32611658,48.21449756,1826,624343.739156727,5341495.70946922
2010-05-25,00:00:54,-54.87526924,48.06121606,1814,658303.935362528,5325288.05034701
2010-05-25,00:00:57,-55.36597674,48.32066172,1819,621131.635566285,5353231.67644093
2009-05-25,00:01:42,-54.78639796,48.17958262,1815,664546.382253229,5338629.77126479
2010-05-25,02:00:42,-55.32851201,48.2141663,1826,624166.60234254,5341455.01714983
2010-05-25,02:00:42,-55.22276117,48.16326234,1806,632152.884506468,5335973.70089068
2009-05-25,02:00:49,-55.02042946,48.02270422,1805,647599.198615186,5320719.59850588
2009-05-25,02:00:51,-54.89832624,48.15996389,1821,656286.324513414,5336215.73140665
2010-05-25,02:00:51,-54.87752541,48.06181289,1814,658134.017983694,5325349.74503809
2010-05-25,02:00:53,-55.36514076,48.32116077,1819,621192.423187688,5353288.46497729
2009-05-25,04:00:24,-54.79000803,48.17345414,1815,664297.632823478,5337940.92721457
2009-05-25,04:00:32,-55.29598903,48.1854406,1803,626653.301685984,5338315.39772615
2009-05-25,04:00:42,-54.89787794,48.16055175,1821,656317.873056597,5336281.97812276
2010-05-25,04:00:53,-55.36366234,48.32133501,1819,621301.602119913,5353310.16846136
2009-05-25,04:00:53,-55.49294766,48.12039957,1800,612156.11230522,5330780.62480117
2009-05-25,06:00:47,-55.49273528,48.12006786,1800,612172.639690899,5330744.06682826
2010-05-25,06:00:50,-55.22281975,48.16343474,1806,632148.08578649,5335992.76128178
2010-05-25,06:00:53,-55.36347337,48.32170406,1819,621314.73471656,5353351.4861213
2009-05-25,06:00:53,-55.24438222,48.23608859,1816,630360.282285249,5344030.96000649
2009-05-25,06:01:05,-54.89786248,48.16057471,1821,656318.952853462,5336284.56135237
2009-05-25,08:00:42,-55.2955673,48.18470821,1803,626686.451706773,5338234.69201666
2009-05-25,08:00:53,-54.89753107,48.16055906,1821,656343.643497568,5336283.4959518
2009-05-25,08:01:11,-55.01647669,48.02156556,1805,647897.167884232,5320600.62879
2009-05-25,08:01:12,-55.49521369,48.11883522,1800,611990.87724779,5330603.45578171
2010-05-25,08:01:23,-55.32748102,48.21113125,1826,624250.531327253,5341119.35423241
2010-05-25,08:01:23,-55.192914,48.19959592,1811,634277.245696227,5340063.67191601
2009-05-25,08:03:04,-55.2419371,48.23673736,1816,630540.183119508,5344107.22088857
2009-05-25,10:00:23,-55.49576128,48.12417977,1800,611938.51061007,5331196.67400451
2010-05-25,10:00:44,-54.87612192,48.06009107,1814,658243.85829076,5325161.26730967
2009-05-25,10:00:54,-55.30064338,48.18251482,1803,626314.561178766,5337982.55503165
2010-05-25,10:01:10,-55.36251017,48.32074007,1819,621388.421619779,5353245.86567497
2010-05-25,10:01:11,-55.32475783,48.20735202,1826,624461.988667257,5340703.72086503
2010-05-25,10:01:20,-55.19262063,48.19953562,1811,634299.201688495,5340057.48268764
2009-05-25,10:02:24,-55.24219558,48.23574505,1816,630523.51570312,5343996.49163245
2010-05-25,12:00:48,-55.33031483,48.20205363,1826,624061.942472897,5340105.84612013
2010-05-25,12:00:48,-55.19727233,48.19903595,1811,633954.867911783,5339993.82742552
2010-05-25,12:01:40,-55.37139651,48.32237036,1819,620725.842624664,5353413.04083705
2009-05-25,14:00:14,-54.78087374,48.17468648,1815,664972.712089864,5338097.45672495
2009-05-25,14:00:41,-55.00294606,48.00541674,1805,648952.52542144,5318831.92588124
2009-05-25,14:00:41,-55.47431035,48.14038531,1800,613499.024670762,5333029.25910036
2010-05-25,14:00:56,-55.23463157,48.15171851,1806,631299.709218908,5334670.34668117
2009-05-25,14:00:56,-54.89710785,48.16019588,1821,656376.217617084,5336243.99264953
2010-05-25,14:01:17,-55.37154081,48.32173633,1819,620716.642587526,5353342.34319181
2009-05-25,16:00:23,-54.99602512,47.99534029,1805,649497.830120424,5317725.44136126
2010-05-25,16:00:25,-55.24368881,48.15337249,1806,630621.898838596,5334838.74931421
2010-05-25,16:00:38,-54.86881402,48.05571335,1814,658801.789097782,5324689.77799045
2009-05-25,16:01:12,-55.30594212,48.19330556,1803,625894.276527979,5339173.18803842
2010-05-25,18:00:41,-55.37216876,48.3220539,1819,620669.345287595,5353376.65192798
2009-05-25,18:00:42,-54.89740286,48.16122851,1821,656351.141856079,5336358.15992
2010-05-25,18:00:55,-55.33579448,48.20761921,1826,623641.403924196,5340715.59744676
2009-05-25,18:01:06,-54.81087261,48.18744753,1815,662702.273233281,5339451.76643099
2010-05-25,20:00:49,-54.86744226,48.05346267,1814,658910.926487229,5324442.47012385
2009-05-25,20:00:51,-55.45733314,48.14903884,1800,614742.66677827,5334016.24185341
2010-05-25,20:00:53,-55.3849228,48.32283329,1819,619722.106786697,5353443.29035308
2009-05-25,20:00:53,-54.89720077,48.1610322,1821,656366.765564392,5336336.75291285
2010-05-25,22:00:36,-54.86052081,48.05253068,1814,659429.542138234,5324353.1970449
2010-05-25,22:00:41,-55.33674909,48.20762834,1826,623570.461838563,5340715.07638939
2009-05-25,22:00:49,-55.24813262,48.22515968,1816,630109.521675487,5342809.91166925
2009-05-25,22:00:50,-54.8154029,48.17389111,1815,662408.420132708,5337935.51673651
2010-05-25,22:01:14,-55.38539733,48.32308339,1819,619686.346751594,5353470.34757487
2010-05-25,22:01:16,-55.24282396,48.15221368,1806,630689.161340473,5334711.42507724
2010-05-25,22:01:16,-55.20890424,48.20988254,1811,633062.464645965,5341179.14550082
2009-05-25,22:01:27,-55.30691928,48.18732109,1803,625836.315214547,5338506.44848365
2009-05-25,22:01:40,-54.89603375,48.16151186,1821,656452.083246485,5336392.4371687
2009-05-26,00:00:26,-55.25979683,48.20917248,1816,629283.516795425,5341013.33100367
2009-05-26,00:00:27,-54.81070685,48.1656317,1815,662783.665884113,5337027.4978759
2009-05-26,00:00:42,-55.3075461,48.18612185,1803,625792.66434864,5338372.13383778
2010-05-26,00:00:48,-55.20952949,48.21135644,1811,633012.197726947,5341341.87776365
2009-05-26,00:00:53,-55.45873903,48.14770484,1800,614641.071802079,5333865.87856273
2009-05-26,00:00:56,-54.99060525,47.99740682,1805,649896.150893958,5317965.63947615
2010-05-26,02:00:09,-55.20951764,48.21098102,1811,633014.050546946,5341300.17262383
2010-05-26,02:00:36,-55.38527653,48.32279112,1819,619695.985045196,5353438.05114985
2010-05-26,02:00:42,-54.86279012,48.05556956,1814,659251.071653972,5324686.23841505
2009-05-26,02:00:44,-55.30799941,48.18573443,1803,625759.9208913,5338328.33251628
2009-05-26,02:00:49,-55.26280479,48.20723687,1816,629064.921102679,5340793.14164744
2010-05-26,02:00:54,-55.24102501,48.15323359,1806,630820.359678013,5334827.84012944
2010-05-26,04:00:30,-55.33711873,48.20675359,1826,623545.104799275,5340617.25811439
2009-05-26,04:00:36,-55.45896497,48.15046635,1800,614618.115919966,5334172.46809611
2009-05-26,04:00:41,-55.26464411,48.20647885,1816,628930.176483576,5340705.80383607
2010-05-26,04:00:42,-55.24084159,48.15314784,1806,630834.218767104,5334818.62168256
2010-05-26,04:02:44,-55.38561023,48.32291127,1819,619670.968213946,5353450.88471312
2009-05-26,06:00:42,-55.30801046,48.18575024,1803,625759.060927078,5338330.07162368
2010-05-26,06:00:44,-55.24125327,48.1535184,1806,630802.659805311,5334859.10648216
2010-05-26,06:00:47,-55.2095416,48.21083246,1811,633012.655473338,5341283.6195958
2009-05-26,06:00:54,-54.98905597,47.99861611,1805,650008.211841413,5318103.05269231
2009-05-26,06:00:56,-54.81481228,48.16710178,1815,662473.78003983,5337182.19673973
2009-05-26,06:01:02,-54.89710811,48.16263899,1821,656368.77016634,5336515.52135171
2010-05-26,06:01:11,-55.3857048,48.32286653,1819,619664.062844899,5353445.76443167
2009-05-26,06:03:07,-55.26483193,48.20575623,1816,628918.036607376,5340625.17363166
2010-05-26,08:00:41,-55.2311835,48.15335275,1806,631551.97303074,5334857.87456618
2010-05-26,08:00:54,-54.86491098,48.05914019,1814,659082.04209327,5325078.68981793
2009-05-26,08:00:54,-55.45832655,48.14883311,1800,614669.237858423,5333991.89437833
2009-05-26,08:00:55,-54.89721464,48.16173609,1821,656363.594202262,5336414.95560728
2010-05-26,08:01:06,-55.20465679,48.21849834,1811,633355.619958673,5342144.10513529
2009-05-26,08:01:12,-54.99147551,47.99809548,1805,649829.239658218,5318040.48413037
2010-05-26,10:00:29,-55.33546652,48.20711612,1826,623666.980271169,5340660.20950186
2010-05-26,10:00:54,-54.87002387,48.05904354,1814,658701.404631832,5325057.39705138
2009-05-26,10:00:54,-55.26910838,48.20223123,1816,628609.145741716,5340226.22342755
2009-05-26,10:00:55,-55.30931984,48.19035564,1803,625650.481988748,5338839.79330847
2009-05-26,10:01:27,-54.81405449,48.16707224,1815,662530.213866622,5337180.51573574
2010-05-26,12:00:49,-55.33415984,48.20910381,1826,623759.267135765,5340883.23477644
2010-05-26,12:00:55,-55.22598761,48.15884428,1806,631924.310230609,5335477.12265451
2009-05-26,12:00:56,-54.8137505,48.16600849,1815,662556.177882581,5337062.93314652
2010-05-26,12:01:19,-55.38630315,48.32266427,1819,619620.182881378,5353422.35039418
2009-05-26,14:00:41,-55.33098175,48.21102534,1803,623990.727884603,5341101.92703546
2009-05-26,14:00:47,-54.99779144,48.01115631,1805,649320.397883003,5319479.79162504
2009-05-26,14:00:48,-55.26478746,48.19843931,1816,628939.70697937,5339812.01543739
2010-05-26,14:00:49,-55.19726909,48.2369442,1811,633856.224345697,5344207.10667086
2010-05-26,14:00:51,-55.21624202,48.15803384,1806,632651.10473147,5335403.8158657
2009-05-26,14:00:53,-55.45556958,48.15616084,1800,614857.937510518,5334810.44527326
2010-05-26,16:00:42,-55.328548,48.21284568,1826,624167.122554708,5341308.17899423
2009-05-26,16:00:55,-55.32610416,48.21536767,1803,624342.554434822,5341592.43774347
2009-05-26,16:00:57,-55.00300329,48.01512955,1805,648920.280985272,5319911.28759494
2009-05-26,18:00:23,-54.89983706,48.16350947,1821,656163.215058133,5336606.71976967
2010-05-26,18:00:33,-55.32353682,48.2180721,1826,624526.698904656,5341897.17976096
2009-05-26,18:00:41,-55.00841577,48.01861385,1805,648506.668068089,5320288.08330237
2009-05-26,18:00:41,-55.32493515,48.22050873,1803,624416.929292884,5342165.73272868
2009-05-26,18:00:54,-55.25563701,48.19644,1816,629624.677685423,5339605.19957355
2009-05-26,18:00:55,-55.44839413,48.15850646,1800,615386.294434503,5335081.89097583
2009-05-26,20:00:53,-55.01229417,48.01505459,1805,648227.684274894,5319885.04184394
2009-05-26,20:00:53,-55.32320379,48.22712024,1803,624529.481189604,5342903.37414139
2009-05-26,20:00:54,-54.89981237,48.16380581,1821,656164.150984233,5336639.70541352
2010-05-26,20:01:11,-55.31394876,48.21870755,1826,625237.321345533,5341983.39425114
2009-05-26,22:00:56,-55.01233919,48.01510598,1805,648224.179833965,5319890.66668207
2010-05-26,22:00:56,-55.38871495,48.32150808,1819,619444.106207205,5353290.08433967
2010-05-26,22:01:05,-54.87109394,48.05303032,1814,658640.157506205,5324386.88970184
2010-05-26,22:01:30,-55.22028843,48.15902645,1806,632347.645840828,5335507.1642837
2009-05-27,00:00:17,-55.01704503,48.01829656,1805,647864.143558302,5320236.22358544
2010-05-27,00:00:24,-55.39550319,48.33114265,1819,618918.505794212,5354350.38999032
2010-05-27,00:00:54,-55.19062464,48.23311838,1811,634359.588405312,5343793.49230141
2009-05-27,00:00:55,-54.81286919,48.16141737,1815,662636.222390756,5336554.53942459
2009-05-27,02:00:43,-55.0179215,48.01922024,1805,647796.149067057,5320337.19906998
2010-05-27,02:00:48,-55.3106106,48.22425045,1826,625471.71683428,5342604.90645929
2009-05-27,02:00:56,-54.90048148,48.16394354,1821,656113.98214435,5336653.65375361
2009-05-27,02:01:48,-55.32751195,48.24111194,1803,624175.672115951,5344451.50716702
2010-05-27,04:00:28,-55.39593592,48.32886745,1819,618891.724501917,5354096.83677849
2009-05-27,04:00:42,-54.90076508,48.16365105,1821,656093.783301947,5336620.57024121
2009-05-27,04:00:43,-55.24305295,48.18399541,1816,630591.397847893,5338243.36555445
2009-05-27,04:00:44,-55.44798413,48.15870403,1800,615416.340326106,5335104.46513965
2010-05-27,04:00:47,-55.2214078,48.15750914,1806,632268.308414572,5335336.59951906
2009-05-27,04:00:53,-55.30872557,48.21703377,1803,625629.375457839,5341805.89134089
2010-05-27,04:01:40,-55.1928001,48.23346083,1811,634197.154572118,5343827.74979317
2010-05-27,06:00:43,-54.8693377,48.06027616,1814,658748.73653575,5325195.8036105
2009-05-27,06:00:44,-55.24300943,48.18401397,1816,630594.585356987,5338245.50233036
2009-05-27,06:00:47,-55.30449078,48.20956504,1803,625962.250875267,5340982.71669501
2010-05-27,06:00:53,-55.39600219,48.32881403,1819,618886.936973639,5354090.79655237
2010-05-27,06:01:07,-55.21998024,48.1588233,1806,632371.08623504,5335485.11611995
2009-05-27,08:00:42,-55.23710265,48.18660361,1816,631027.01025601,5338543.37821601
2010-05-27,08:00:53,-55.19528228,48.22913517,1811,634024.140629863,5343342.64324329
2010-05-27,08:00:55,-55.21819949,48.15766475,1806,632506.491151676,5335359.41871803
2010-05-27,10:00:26,-55.31380657,48.2282556,1826,625224.585267346,5343044.84255684
2010-05-27,10:00:41,-55.39584926,48.32625661,1819,618904.217786703,5353806.78355125
2009-05-27,10:00:41,-54.90003865,48.16299343,1821,656149.792873166,5336548.95712693
2010-05-27,10:00:47,-55.21613843,48.15749267,1806,632660.203584516,5335343.84731217
2009-05-27,10:00:52,-54.81459313,48.15811378,1815,662518.47460379,5336183.73209257
2009-05-27,10:01:00,-55.45157596,48.1544791,1800,615158.695681128,5334629.50226659
2010-05-27,12:00:40,-54.86426707,48.06824652,1814,659101.939903424,5326092.0880783
2009-05-27,12:00:41,-55.23946635,48.19796631,1816,630822.400877303,5339802.24472694
2009-05-27,12:00:50,-55.02804941,48.02082198,1805,647036.4236827,5320495.83744883
2009-05-27,12:00:50,-55.30824575,48.20672095,1803,625690.257624492,5340660.46193686
2010-05-27,12:00:54,-55.33214582,48.225632,1826,623869.00246613,5342723.50418543
2009-05-27,12:00:57,-55.45660988,48.15104109,1800,614791.994609079,5334239.86009185
2010-05-27,12:03:03,-55.39612646,48.32436793,1819,618888.061901163,5353596.4323558
2009-05-27,14:00:25,-55.45660643,48.15106777,1800,614792.191685226,5334242.83057447
2009-05-27,14:00:45,-55.30756247,48.20639199,1803,625741.826260972,5340625.01788285
2009-05-27,14:00:47,-54.90006479,48.15941534,1821,656158.712845963,5336151.23212857
2009-05-27,14:01:13,-55.03237457,48.01954146,1805,646717.570509208,5320345.27608204
2009-05-27,16:00:23,-55.45856762,48.14943526,1800,614649.966117999,5334058.46053638
2010-05-27,16:00:41,-55.40136399,48.31865431,1819,618513.075985838,5352953.27382676
2010-05-27,16:00:41,-54.86819389,48.07089055,1814,658801.287020532,5326377.83505673
2009-05-27,16:00:43,-55.23740416,48.2193235,1816,630921.171942569,5342179.4830192
2009-05-27,16:00:49,-55.30714383,48.20619677,1803,625773.406751326,5340604.0054933
2009-05-27,16:00:52,-54.81383445,48.16591242,1815,662550.239896542,5337052.0783696
2009-05-27,18:00:19,-55.309311,48.20610881,1803,625612.613765062,5340590.68378776
2009-05-27,18:00:42,-55.23573484,48.22406662,1816,631033.051392005,5342709.50032042
2009-05-27,18:00:43,-54.81371921,48.16558359,1815,662559.847535975,5337015.77583916
2010-05-27,18:00:50,-55.20773879,48.21379047,1811,633138.910390604,5341615.5075037
2009-05-27,18:00:54,-55.46012186,48.14868184,1800,614536.043361413,5333972.40615289
2010-05-27,18:01:24,-55.21865469,48.16498755,1806,632453.782585787,5336172.51319801
2009-05-27,20:00:53,-55.02303088,48.01790447,1805,647418.929875917,5320181.176958
2009-05-27,20:00:53,-54.90032107,48.1584994,1821,656142.436367513,5336048.91327535
2009-05-27,20:00:53,-55.245219,48.22956431,1816,630314.720496449,5343304.40165508
2009-05-27,20:00:56,-55.31081946,48.2049194,1803,625503.450258903,5340456.02228637
2010-05-27,20:01:01,-55.39266759,48.3180886,1819,619159.072188711,5352903.8709401
2009-05-27,22:00:42,-54.81353143,48.16485155,1815,662576.123473266,5336934.81390261
2009-05-27,22:00:54,-54.89931581,48.15899156,1821,656215.694037919,5336105.6545651
2009-05-28,00:00:55,-55.02244542,48.01726756,1805,647464.401585582,5320111.511551
